"db_id","article_id","resource_name","access","available","unavailable_message","available_update_date","notes","article_year","citations","status","debut_yr","total_articles","total_citations","article_status"
"MBDC0001",272,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",1998,22,"yes",1997,19,586,"update"
"MBDC0001",218,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","Access - Other; had this address since 1997 at least",1997,26,"yes",1997,19,586,"debut"
"MBDC0001",2915,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2015,7,"yes",1997,19,586,"update"
"MBDC0001",1926,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2010,44,"yes",1997,19,586,"update"
"MBDC0001",2738,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2014,22,"yes",1997,19,586,"update"
"MBDC0001",2151,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp/","yes","not_applicable","2016","not_applicable",2011,32,"yes",1997,19,586,"update"
"MBDC0001",2324,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp/","yes","not_applicable","2016","not_applicable",2012,24,"yes",1997,19,586,"update"
"MBDC0001",721,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2002,65,"yes",1997,19,586,"update"
"MBDC0001",1739,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2009,13,"yes",1997,19,586,"update"
"MBDC0001",771,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2003,66,"yes",1997,19,586,"update"
"MBDC0001",2554,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2013,15,"yes",1997,19,586,"update"
"MBDC0001",1227,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2006,32,"yes",1997,19,586,"update"
"MBDC0001",1150,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2005,32,"yes",1997,19,586,"update"
"MBDC0001",358,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp/","yes","not_applicable","2016","not_applicable",1999,16,"yes",1997,19,586,"update"
"MBDC0001",3030,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2016,4,"yes",1997,19,586,"update"
"MBDC0001",952,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2004,59,"yes",1997,19,586,"update"
"MBDC0001",1691,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2008,47,"yes",1997,19,586,"update"
"MBDC0001",451,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2000,46,"yes",1997,19,586,"update"
"MBDC0001",1519,"DDBJ: DNA Data Bank of Japan","http://www.ddbj.nig.ac.jp","yes","not_applicable","2016","not_applicable",2007,14,"yes",1997,19,586,"update"
"MBDC0002",2699,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2016","not_applicable",2014,16,"yes",1991,23,1469,"update"
"MBDC0002",2878,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2016","not_applicable",2015,18,"yes",1991,23,1469,"update"
"MBDC0002",2088,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/ena","yes","not_applicable","2017","not_applicable",2011,122,"yes",1991,23,1469,"update"
"MBDC0002",400,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl.html","no","not found","not_applicable","not_applicable",1999,115,"yes",1991,23,1469,"update"
"MBDC0002",333,"EMBL-EBI ENA: European Nucleotide Archive","http://www.ebi.ac.uk/embl.html","no","not found","not_applicable","not_applicable",1998,68,"yes",1991,23,1469,"update"
